Pincode,Latitude,Longitude
494450,19.0012,81.0789
494450,19.0032,81.0163
821108,24.908055,83.532339
821108,24.872719,83.814153
821108,25.04,83.603
821109,24.959897,83.743819
821109,25.239033,83.594912
821109,24.908055,83.532339
821109,24.908055,83.532339
821109,25.220875,83.632183
821109,25.186996,83.702643
821310,25.061019,84.313442
821310,25.083959,84.218658
821310,25.03673,84.277257
821310,24.62874,83.920166
821310,25.087646,84.268817
802218,25.206396,84.31969
802218,25.265715,84.147152
802218,24.62874,83.920166
802218,24.62874,83.920166
843334,26.73065,85.31
843329,26.57,85.2299
843329,26.5866,85.2399
843329,26.5766,85.2299
843329,26.576601,85.22999
843329,26.576677,85.228804
843329,26.576771,85.228973
824203,19.87617,75.343313
821103,25.065674,83.482025
821104,25.02634,83.885732
821104,24.914626,83.791602
821104,24.62874,83.920166
821305,24.935883,84.1725288
821305,24.92269,84.099966
821305,25.352221,84.057708
821306,24.62874,83.920166
821306,25.015537,84.264094
802213,24.9536111,84.0142222
802213,25.289871,84.085443
802213,24.62874,83.920166
802213,24.62874,83.920166
821105,25.135508,83.535004
821105,25.287287,83.547659
821105,25.152031,83.541665
821105,25.278745,83.521013
821105,25.113705,83.224998
802215,25.056224,84.058369
802215,24.978493,84.204164
824127,19.87617,75.343313
824143,25.0333,84.999999
824127,19.87617,75.343313
824127,19.87617,75.343313
824202,24.75,84.37
824114,19.87617,75.343313
824114,19.87617,75.343313
824114,19.87617,75.343313
824203,19.87617,75.343313
824203,19.87617,75.343313
824120,19.87617,75.343313
824120,19.87617,75.343313
824120,19.87617,75.343313
824120,19.87617,75.343313
824122,19.87617,75.343313
824122,19.87617,75.343313
824122,19.87617,75.343313
824122,19.87617,75.343313
824121,19.87617,75.343313
824121,19.87617,75.343313
824121,19.87617,75.343313
824121,19.87617,75.343313
824123,19.87617,75.343313
824123,19.87617,75.343313
824123,19.87617,75.343313
824208,19.87617,75.343313
824208,19.87617,75.343313
494446,NA,NA
506344,18.1477667,80.3945051
494447,NA,NA
494447,NA,NA
494447,18.5809,80.7723
494447,18.5213,80.7451
494447,18.5249,80.7741
494447,18.5314,80.7783
494447,18.5712,80.7412
494447,18.5841,80.7398
494447,NA,NA
494447,18.5164,80.7421
494447,18.5189,80.7726
494447,18.5247,80.7614
494447,18.5026,80.7719
494447,18.5123,80.7519
494447,18.5479,80.7619
494447,18.5842,80.7698
494447,18.5823,80.7519
494450,18.97,81.39
494450,23.45,80.91
494450,19.04,80.66
494450,19.07,80.71
494450,17.76,80.02
494450,19.06,80.55
494450,19.0136,81.0134
847452,26.346854,86.071547
847452,26.346854,86.071547
502321,NA,NA
502286,NA,NA
803110,25.12,85.71
803110,39.1,-94.6300000
801304,25.37,85.27
801304,37.79,-122.4000000
803302,25.39,85.92
852133,26.2220858,87.0050561
841410,26.1739,84.81071
841443,25.956656,84.786381
841443,25.956656,84.786381
841443,25.956656,84.786381
841411,25.85597,84.856793
841411,25.85597,84.856793
841411,25.85597,84.856793
383316,23.470934,73.202073
383316,23.486304,73.191012
383316,23.458307,73.133485
383251,23.266401,73.238202
383251,23.669721,73.498557
383251,23.60744,73.519656
383251,23.644985,73.460007
383345,23.412661,73.487992
383345,23.356166,73.493147
383345,23.396157,73.455587
383345,23.390843,73.479892
383345,23.354956,73.388553
383345,23.372912,73.420968
383350,23.397749,73.59769
383350,23.623791,73.550579
383350,23.576258,73.561322
383350,23.589161,73.444539
383350,23.515231,73.615354
383350,23.576858,73.624186
383350,23.528055,73.627129
845427,26.4512,85.52255
845427,26.58225,85.21456
845428,26.3562,84.76515
845457,26.52245,85.156245
845457,26.54655,85.153565
845430,26.6704,84.55366
845430,26.51455,85.158355
845429,26.53365,84.825545
845429,26.56256,84.85325
824208,19.87617,75.343313
824303,19.87617,75.343313
824303,19.87617,75.343313
824303,19.87617,75.343313
824301,19.87617,75.343313
824301,19.87617,75.343313
824124,19.87617,75.343313
824124,19.87617,75.343313
824124,19.87617,75.343313
824124,19.87617,75.343313
824125,19.87617,75.343313
824125,19.87617,75.343313
824125,19.87617,75.343313
824125,19.87617,75.343313
824125,19.87617,75.343313
824125,24.8185,84.6343
824129,19.87617,75.343313
824129,19.87617,75.343313
802215,25.163218,84.093365
802215,25.100741,84.156704
802215,24.62874,83.920166
802215,25.066747,84.0181482
802215,24.62874,83.920166
802214,25.143863,84.089404
802214,25.121382,84.327252
821106,25.042566,83.605801
821106,25.163232,83.369256
821106,24.99457,83.451016
821106,25.059207,83.360907
821308,24.605844,83.94829
821309,25.242459,84.268702
821309,25.177583,84.426457
821107,25.191815,83.924138
821107,25.171919,83.871157
821107,25.091632,83.929433
821112,24.290434,83.920166
845431,26.7756,84.919325
845431,26.77525,84.9193
845406,28.3635,85.5124
841422,26.039936,84.688393
841422,26.039936,84.688393
841221,25.768177,85.033609
841221,25.768177,85.033609
841101,25.694287,85.178376
841101,25.694287,85.178376
841422,26.039936,84.688393
841101,25.694287,85.178376
841101,25.694287,85.178376
841101,25.694287,85.178376
841101,25.694287,85.178376
841101,25.694287,85.178376
841101,25.694287,85.178376
841101,25.694287,85.178376
841101,25.694287,85.178376
841222,25.859065,84.972775
841401,25.974863,84.925816
841401,25.974863,84.925816
841402,25.919739,84.942619
841460,25.929408,84.975253
841410,26.1739,84.81071
841443,25.956656,84.786381
841443,25.956656,84.786381
841411,25.85597,84.856793
841414,25.858332,84.75767
841101,25.694287,85.178376
841222,25.859065,84.972775
841222,25.859065,84.972775
841401,25.974863,84.925816
841401,25.974863,84.925816
841402,25.919739,84.942619
841402,25.919739,84.942619
841460,25.929408,84.975253
841410,26.1739,84.81071
841443,25.956656,84.786381
841411,25.85597,84.856793
384445,23.123686,72.32009
521227,16.963858,80.641472
521227,17.065257,80.731773
521228,16.621049,80.541304
521457,16.823859,80.073842
521256,16.363483,80.87853
521256,16.356133,80.895675
521256,16.356276,80.895231
521247,16.254715,80.845067
521230,16.762544,80.663007
848114,25.862968,85.781026
848114,25.862968,85.781026
848114,25.862968,85.781026
848114,25.862968,85.781026
848114,25.862968,85.781026
848114,25.862968,85.781026
848114,25.862968,85.781026
848114,25.862968,85.781026
848115,25.862968,85.781026
848115,25.862968,85.781026
848205,25.862968,85.781026
848205,25.862968,85.781026
848205,25.862968,85.781026
848117,25.862968,85.781026
848117,25.862968,85.781026
848117,25.862968,85.781026
848117,25.862968,85.781026
848117,25.862968,85.781026
848134,25.862968,85.781026
848134,25.862968,85.781026
848134,25.862968,85.781026
848302,25.86,85.78
848302,25.862968,85.781026
847452,26.346854,86.071547
847452,26.346854,86.071547
502313,NA,NA
502286,NA,NA
852133,26.2220858,87.0050561
811212,86.4346618,25.2060599
811213,86.473525,25.374756
811213,86.5530372,25.1225592
811213,86.5678321,25.0752935
811213,86.5526896,25.1223251
811213,86.5530372,25.1225592
811213,86.5678321,25.0752935
811214,86.4951213,25.3171496
502345,NA,NA
811212,86.473525,25.374756
811212,86.4022771,25.2564134
811213,86.5526896,25.1223251
803110,20.49,85.94
803110,25.33,85.61
803110,25.52,85.02
803110,25.35,85.44
801302,23.81,86.83
801302,25.32,85.21
801302,25.35,85.29
801302,25.33,85.31
801302,37.45,-122.1800000
801302,8.27,125.04
801303,25.12,85.31
801303,24.19,82.45
494450,19.0031,81.0321
494450,19.0241,81.0432
494450,19.0102,81.0432
494450,19.0125,81.0245
494450,19.0134,81.0497
494450,19.0156,81.1098
494450,19.0102,81.1216
494450,19.0123,81.1462
534340,16.7168632,81.6065553
534340,17.0640872,81.659392
534340,17.0914292,81.678763
534340,17.0670309,81.7048824
534111,16.9581027,81.4598558
534111,16.9329528,81.4669759
533429,17.32,82.1
533429,17.24,82.1
533429,17.37,82.18
388365,22.5403,73.1173
388365,22.5191,73.1084
388365,22.5646,73.1291
388365,22.5576,73.1438
393020,21.670114,72.856596
392035,22.009624,72.92546
392035,22.032492,72.930858
392030,21.765374,73.13251
531002,17.706555,83.05059
388245,22.661,72.7555
393120,21.813366,73.311961
393120,21.902984,73.237803
392140,21.858731,72.717553
392140,21.897042,72.831094
392140,21.801554,72.786161
393135,21.512989,73.22833
393135,21.573764,73.16861
393135,21.599971,73.175808
393135,21.581086,73.285922
393135,21.561261,73.331505
393135,21.518339,73.164557
393135,21.494333,73.123026
388220,22.6488,73.1136
393020,21.551191,72.928158
393020,21.61706,72.940796
392025,21.911074,72.866161
494450,19.1102,81.0106
494450,19.0122,81.0312
494450,19.1132,81.0123
494446,NA,NA
494446,NA,NA
494446,NA,NA
494447,18.5316,80.7532
494450,19.01,81.19
494450,19.0023,81.0534
494450,19.0121,81.0214
494450,19.0132,81.0578
494450,19.0046,81.0461
494450,19.0049,81.1316
494450,19.0142,81.1164
494450,19.0103,81.0346
494450,19.0112,81.1321
494450,19.0165,81.0421
494450,19.0132,81.1465
494446,NA,NA
494669,19.5423,81.0255
494669,19.5423,81.0548
494669,19.5492,81.1545
494669,19.5923,81.0546
494337,20.1543,81.0244
494771,NA,NA
494771,NA,NA
494771,20.0795,80.5412
506165,18.3389,80.4302
494450,19.09,80.65
363750,23.3674,71.8503
363750,23.4007,71.8917
363750,23.4637,71.8864
363750,23.3405,71.7335
363115,22.9546,71.9192
185121,1,1
392025,21.892393,72.941157
392025,21.883503,72.974389
392180,22.1713,72.7465
392040,21.951733,72.559193
392240,21.8737,73.0316
393120,21.851929,73.284667
393120,21.789857,73.319428
393120,21.861169,73.259089
392140,21.821844,72.762958
392140,21.857934,72.774202
523334,15.54,79.12
523333,15.75,78.97
523333,15.77,78.93
523305,15.75,79.53
523305,15.81,79.45
523305,15.88,79.42
523305,15.86,79.36
523330,15.93,79.23
523330,15.96,79.23
523330,15.96,79.4
523356,15.4,78.97
523356,15.4,78.98
523327,16.11,79.32
523327,16.04,79.2
523327,15.93,79.32
523327,16.05,79.22
523327,15.07,79.025
523315,15.78,79.36
523315,15.72,79.37
523315,15.82,79.37
523315,15.76,79.33
523357,15.36,78.96
523357,15.41,78.94
523373,15.18,79.01
523373,15.23,79.01
523373,15.25,79.01
523336,15.67,79.01
523367,15.26,78.91
523367,15.3,78.88
523331,15.9,79.12
523331,15.96,79
523335,15.68,78.93
523333,15.54,79.07
523333,15.64,79.14
523333,15.65,79.11
523333,15.6,79.14
523333,15.7,79.09
523333,15.62,79.1
523305,15.79,79.54
523305,15.81,79.56
523305,15.76,79.49
523330,15.95,79.27
523330,15.87,79.35
523356,15.39,79
523327,16.06,79.35
523327,16.09,79.4
523327,16.01,79.22
523315,15.84,79.34
523373,15.38,78.93
523373,15.26,79.01
523373,15.38,78.93
523373,15.29,79
523367,15.22,78.89
523331,15.9,79.09
388245,22.8085,73.323
388245,22.8499,73.2946
388215,22.7526,73.0789
388250,22.7950865,73.2554638
388250,22.8545,73.247
388250,22.8404,73.2235
531126,17.4438299,82.65943
531060,17.4683566,82.8320266
531060,17.4467833,82.8415283
531060,17.435438,82.827129
531035,17.8178415,83.024217
531035,17.7839816,83.1438143
531035,17.788546,83.13127
531032,17.7250452,82.9169259
531032,17.762119,82.985659
531032,17.737269,82.959738
531032,17.722389,82.969351
531032,17.727464,82.909813
531055,17.572711,82.895021
531055,17.591366,82.931499
531127,17.3347889,82.5657079
531127,17.3142061,82.5720667
531035,17.7971889,83.0749258
393145,21.911803,73.450175
393145,21.948588,73.483005
531055,17.495943,82.838631
531055,17.568865,82.836742
531055,17.4849352,82.7818401
531055,17.502491,82.791681
531111,17.889941,82.374759
531111,17.963819,82.315664
531029,18.039163,82.495995
531029,17.9344525,82.5741143
531029,18.083754,82.383179
848302,25.862968,85.781026
848160,25.862968,85.781026
848160,25.862968,85.781026
848101,25.862968,85.781026
787057,27.6,94.76
787057,27.6,94.76
787057,27.6,94.76
786613,27.24,94.98
786613,27.24,94.98
786613,27.24,94.98
786007,27.1,95.22
786007,27.1,95.22
786007,27.1,95.22
786007,27.1,95.22
786007,27.1,95.22
786157,27.91,95.76
786171,27.39,95.63
786171,27.39,95.63
786189,27.39,95.62
786151,27.33,95.33
786151,27.33,95.33
786151,27.33,95.33
786188,27.38,95.89
786152,27.63,95.65
786152,27.63,95.65
786152,27.63,95.65
786182,27.28,95.68
786182,27.28,95.68
786187,27.31,95.64
786181,27.29,95.66
786613,27.24,94.98
786613,27.24,94.98
786007,27.1,95.22
786007,27.1,95.22
786003,27.47,94.91
785104,26.9836944,94.1563055
784165,26.91,93.79
185121,1,1
185121,1,1
185201,1,1
185201,1,1
185201,1,1
185212,1,1
185133,33.375711,74.6178268
134201,30.497121,76.927756
134205,30.378186,76.7766894
363330,23.1398,71.1258
363330,22.7898,71.8441
363330,22.9945,71.2828
363330,23.1197,71.2584
363330,22.847,70.9941
134201,30.44391,76.93318
134203,30.519862,76.809743
134203,30.694214,76.86056
133302,30.378188,76.776687
134205,30.378186,76.776689
363423,22.4536,72.0604
134205,30.378183,76.776692
363115,23.0507,71.9795
363115,22.7248611,71.6273056
363310,23.0013,71.3472
363310,22.9079,71.4018
363310,22.9537,71.5265
363310,23.0928,71.5304
363310,23.1039,71.5657
363040,22.7789,71.6402
363040,22.8037,71.595
363040,22.8413,71.4563
176094,31.988581,76.712006
176094,31.963732,76.558965
176086,31.96902,76.521792
176098,31.832285,76.45197
362625,21.419508,70.081492
360576,21.543549,69.863412
110073,25.890679,83.367586
110073,32.643914,74.046903
110073,25.26516,80.69649
110041,28.682407,77.064631
110041,28.656128,77.040683
110041,28.666378,76.979654
362225,21.092508,70.151653
362225,21.100264,70.168837
362625,21.443482,70.116892
362625,21.433596,70.066209
362225,21.177965,70.161581
362625,21.579731,70.353924
360576,21.504305,69.745889
360576,21.524028,69.881973
360576,21.508978,69.850806
362120,21.3217723,70.6198614
362205,21.4767048,70.3989994
362255,20.9642212,70.2891542
362255,20.9996115,70.3809337
362255,20.984875,70.3435656
362150,21.0776486,70.4676515
362150,21.0983295,70.5699393
362150,21.1093377,70.5207416
362150,21.065943,70.5972493
362150,21.1279317,70.5600834
362150,21.008564,70.4438774
362255,21.0023795,70.3142566
362255,21.0138816,70.2792962
362255,20.9849777,70.2698707
362275,20.7774669,70.6094988
362275,20.8316977,70.5702681
362275,20.8376913,70.5550982
362275,20.7995788,70.6548296
362150,21.049689,70.5636989
784165,26.91,93.79
784164,27.23,94.09
784164,27.23,94.09
784164,27.23,94.09
784164,27.23,94.09
784164,27.23,94.09
787054,27.23,94.09
787054,27.23,94.09
787054,27.23,94.09
787031,27.23,94.09
784160,27.12,93.93
784160,27.12,93.93
787051,27.28,94.09
787051,27.28,94.09
787051,27.28,94.09
787058,27.41,94.55
787032,27.45,95.01
787032,27.45,95.01
787032,27.45,95.01
784165,26.91,93.79
784164,27.23,94.09
787053,27.3,94.41
787053,27.3,94.41
787053,27.3,94.41
787054,27.23,94.09
787054,27.23,94.09
787031,27.23,94.09
787031,27.23,94.09
787031,27.23,94.09
787031,27.23,94.09
782126,26.4535,92.4245
782105,26.252942,92.335689
782105,26.252942,92.335689
782121,26.3503,92.6922
782121,26.3503,92.6922
782104,26.2521,92.3423
782413,26.3503,92.6922
782127,26.4187,92.3425
782127,26.4187,92.3425
782126,26.4535,92.4245
782126,26.4535,92.4245
782105,26.252942,92.335689
782105,26.252942,92.335689
782106,26.2521,92.3423
788722,24.75,92.35
788722,24.75,92.35
788724,24.61,92.32
788724,24.61,92.32
788724,24.61,92.32
788712,24.87,92.35
788712,24.87,92.35
788712,24.87,92.35
788712,24.87,92.35
788713,24.87,92.35
788709,24.87,92.35
788709,24.87,92.35
788709,24.87,92.37
518598,NA,NA
518598,NA,NA
518598,NA,NA
518598,NA,NA
518218,NA,NA
518218,NA,NA
518218,NA,NA
518218,NA,NA
518216,NA,NA
518216,NA,NA
518216,NA,NA
518533,NA,NA
518533,NA,NA
518533,NA,NA
518533,NA,NA
518533,NA,NA
518533,NA,NA
518010,NA,NA
518010,NA,NA
518010,NA,NA
518468,NA,NA
518468,NA,NA
518412,NA,NA
518412,NA,NA
518217,NA,NA
848101,25.862968,85.781026
848101,25.862968,85.781026
848301,25.862968,85.781026
848301,25.862968,85.781026
523117,15.221751,79.552361
523117,15.271807,79.59696
523117,15.21745,79.52565
523228,15.425841,79.253002
523228,15.490863,79.318319
523228,15.470321,79.273021
523228,15.459432,79.319445
523262,15.556356,80.037203
805105,25.081988,85.63455
848213,25.862968,85.781026
848213,25.862968,85.781026
848213,25.862968,85.781026
854312,25.998696,87.306583
854332,26.415607,87.514854
854331,26.110814,87.301613
805130,24.810351,85.243951
854312,26.133849,87.466819
854312,26.093377,87.316522
854312,26.020955,87.393476
854312,25.987793,87.356256
854312,26.092272,87.418273
531029,18.1677984,82.474636
531029,18.0402546,82.4733611
531029,18.215478,82.498567
531029,18.190348,82.555061
531029,18.140732,82.420494
531029,18.07851,82.509765
531077,18.15355,82.6377466
388245,22.8101,73.3443
388215,22.7254,73.0804
388250,22.8225,73.191
388250,22.7583,73.2382
388250,23.0212,72.9756
388250,22.9014,73.2264
388250,22.8001,73.2167
388250,22.7989,73.1799
388250,22.8841,73.1999
388250,22.8415,73.267
393145,22.000006,73.44421
393145,21.761368,73.491105
393145,21.864933,73.564673
393145,21.890262,73.479572
393050,21.468645,73.79787
393050,21.397004,73.774529
393050,21.431818,73.793235
393050,21.433496,73.682427
393050,21.503488,73.791196
393050,21.46553,73.769288
393025,21.504526,73.921216
393025,21.474475,73.974733
393025,21.493643,73.894353
393025,21.48953,73.949756
531035,17.8140939,83.12186
531035,17.8250381,83.1501702
531032,17.704102,83.027844
531032,17.742501,83.001623
362150,21.0889321,70.4977524
362150,20.9718909,70.5741185
387610,15.5934,73.1101
387610,15.5934,73.6137
387320,15.5934,72.5899
387320,22.6962835,72.8600318
387120,15.5934,72.7046
387120,15.5934,72.7046
387620,22.5438,73.4197
387620,23.0995,73.163
387620,22.5286,74.9481
387620,23.0263,73.2199
387620,15.5934,73.1418
387620,15.5934,72.9423
387620,15.5934,80.5984
387620,15.5934,73.163
387630,23.4194,86.6102
387630,23.0377,23.0377
387630,15.5934,72.9928
387630,15.5934,72.9928
387630,15.5934,83.7854
387640,15.5934,73.5045
825406,24.386743,85.251946
825406,24.3885,85.2541
825302,23.99385,85.3927
825302,23.99385,85.3927
825302,23.61455,85.51783
825302,23.6146,85.5178
388713,22.74804,73.44811
388713,22.8426,73.51757
389330,23.1954,73.6213
389330,22.5623,73.459
389330,22.5938,73.396
533295,17.5967,81.7404
533294,17.0598,81.9364
533294,17.0376,81.9494
176098,31.839868,76.470337
176096,31.892509,76.534077
176063,32.197161,76.370964
176093,31.987112,76.485615
176093,31.847674,76.204787
176093,31.987112,76.485615
176102,32.069852,76.506911
176102,32.084878,76.510524
176084,32.099289,76.521365
176084,31.952321,76.432447
176087,32.028038,76.532927
176087,32.028038,76.532927
176103,32.045395,76.538708
176103,32.065082,76.572664
176115,32.071426,76.638383
176091,31.891926,76.619908
176085,32.048434,76.463539
176085,32.081154,76.501851
176107,31.917998,76.430141
176081,32.073155,76.600748
176081,32.063764,76.616775
176107,31.939615,76.437509
176107,31.905741,76.382539
176107,31.900076,76.456353
176107,32.430095,76.276875
176107,31.924439,76.458478
176061,32.101788,76.557493
176125,31.995246,76.644355
176125,32.057099,76.657593
176125,32.092164,76.664996
494450,19.0245,81.0462
494450,19.0145,81.0612
494450,19.0126,81.0542
494450,19.0118,81.0364
494450,19.0023,81.0236
494450,19.0123,81.1026
494450,19.1045,81.0105
494450,19.0146,81.4123
494446,NA,NA
494446,NA,NA
494446,NA,NA
494448,18.776,80.5369
494553,18.79,81.28
494222,NA,NA
494222,NA,NA
494222,NA,NA
494222,18.9314,81.2231
494223,NA,NA
494223,NA,NA
494223,NA,NA
494223,NA,NA
494223,19.1031,81.9324
494224,NA,NA
494224,NA,NA
494224,NA,NA
494224,NA,NA
494224,NA,NA
494224,19.1624,80.912
494224,19.1521,81.901
494224,19.1623,81.924
494224,19.1465,81.937
494224,19.1742,81.925
494224,19.1324,81.937
494553,NA,NA
494553,NA,NA
494553,27.17,82.93
494553,18.8,81.26
494222,NA,NA
533288,17.36,81.74
533288,17.4326,81.6775
533288,17.41,81.8
821112,24.62874,83.920166
821108,24.908055,83.532339
821108,25.09113,83.721906
821108,24.908055,83.532339
824102,19.87617,75.343313
824102,19.87617,75.343313
824102,19.87617,75.343313
824102,19.87617,75.343313
824102,19.87617,75.343313
824115,19.87617,75.343313
824302,19.87617,75.343313
824302,19.87617,75.343313
824103,19.87617,75.343313
824103,19.87617,75.343313
824103,19.87617,75.343313
824103,19.87617,75.343313
821104,24.869436,83.824099
821305,24.938893,84.098646
821305,24.62874,83.920166
821305,24.980475,84.103926
821305,24.936381,84.147471
802213,25.362861,84.176483
802213,25.251467,84.011454
802213,24.9536111,84.0142222
802213,24.981514,84.074219
821105,25.303731,83.527253
821105,25.25339,83.582281
821105,25.246924,83.55232
821105,25.25339,83.582281
802215,25.1052,84.1198
802215,24.62874,83.920166
802215,25.076402,84.064313
802215,25.097396,84.072238
854312,26.131138,87.445534
854312,26.099231,87.323011
848213,25.862968,85.781026
811102,85.862891,25.141694
811102,85.862891,25.141694
811103,85.459475,25.12406
811105,85.8018022,25.1102125
811105,25.0581043,85.8174925
811105,85.8058839,25.067648
811105,85.862891,25.141694
811105,85.862891,25.141694
811105,85.8955906,25.1281058
518217,NA,NA
518003,NA,NA
518003,NA,NA
518218,NA,NA
518218,NA,NA
518216,NA,NA
518216,NA,NA
518216,NA,NA
518533,NA,NA
518533,NA,NA
518010,NA,NA
518010,NA,NA
517257,13.550011,78.499989
517257,13.550011,78.499989
517257,13.550011,78.499989
517257,13.550011,78.499989
517426,13.9924,77.627
517425,12.7477,78.3424
517425,12.7477,78.3424
517425,12.7477,78.3424
517350,13.6522,78.4817
517326,14.0987,78.3306
517326,14.0987,78.3306
802215,24.62874,83.920166
802214,25.136818,84.325279
802214,25.113501,84.295023
802214,25.139077,84.268702
802214,25.143146,84.297655
821106,25.060167,83.349294
821106,25.118893,83.475691
821106,25.095761,83.419659
821106,25.154897,83.405644
821309,25.122617,84.379174
821309,24.62874,83.920166
821309,25.132311,84.362091
821309,25.135626,84.410701
821107,25.128997,83.877451
821107,24.62874,83.920166
821107,24.62874,83.920166
802216,25.090765,83.908248
821108,25.124657,83.799562
821108,25.119813,83.74444
821108,25.125002,83.843325
821108,24.908055,83.532339
821108,25.085938,83.791602
821108,25.022951,83.839347
821108,24.946639,83.833381
802217,24.62874,83.920166
802217,25.055516,84.171209
802217,24.62874,83.920166
802217,25.2893,84.25817
802217,24.62874,83.920166
821109,25.181153,83.669417
821109,25.212024,83.806194
821109,24.908055,83.532339
821109,25.191335,83.770369
821109,25.081689,83.690684
821109,25.21293,83.72257
821109,25.118198,83.68138
821109,24.908055,83.532339
517326,14.0987,78.3306
517326,14.0987,78.3306
517390,13.8013,78.2626
517390,13.8013,78.2626
814120,24.49316,86.78435
814120,24.49317,86.74357
814120,24.49316,86.78435
814133,24.827781,87.2113849
814133,24.827828,87.2113839
814133,24.8256,87.17308
814133,24.8277888,87.2113779
814133,24.8277828,87.2113839
814133,24.8256,87.17308
384445,23.176715,72.286711
384445,23.197391,72.316313
384445,23.134366,72.296702
384445,23.189083,72.188124
384325,23.968296,72.601811
384325,23.96004,72.648378
384325,23.978039,72.660943
384325,23.825367,72.615856
384325,23.951648,72.638031
384325,23.919686,72.598115
841411,25.85597,84.856793
841411,25.85597,84.856793
841414,25.858332,84.75767
841414,25.858332,84.75767
841415,25.881015,84.801975
841415,25.881015,84.801975
841415,25.881015,84.801975
383316,23.479275,73.205759
383316,23.484348,73.173313
383251,23.74089,73.446012
383251,23.663584,73.438647
383251,23.6546666,73.478622
383345,23.33042,73.342132
531032,17.719347,83.011966
531032,17.745593,82.9876858
531055,17.606058,82.879543
531055,17.4690249,82.7728801
531055,17.572318,82.8646835
531055,17.579257,82.908926
531111,17.980066,82.41334
531111,17.80767,82.423725
531111,17.816168,82.439947
531111,18.310721,83.148819
531111,17.917193,82.309999
365220,21.6772636,71.5690571
365220,21.7296806,71.5538493
365220,21.6056168,71.4789131
365220,21.753288,71.53456
365220,21.760769,71.512303
365220,21.25341,71.212825
365550,21.095598,71.286678
365550,21.211431,71.213915
365640,21.291476,70.92576
365640,21.378988,71.006184
365640,70.25354,71.23821
365640,21.9556674,71.1983212
365555,21.104382,71.580555
361013,22.26,70.29
360540,22.11,70.47
360530,21.88,69.95
360530,21.84,69.98
361130,22.44,70.3
361130,22.4,70.32
361250,22.68,70.31
361160,22.15,70.41
361160,22.15,70.23
361160,22.13,70.3
361160,22.14,70.36
361160,22.21,70.27
361160,22.06,70.3
361160,22.19,70.33
361280,22.3,69.93
361280,22.23,69.82
361280,22.28,69.82
361013,22.26,70.2
361013,22.22,70.24
361007,22.48,70.09
361011,22.55,70.29
360530,21.88,70.07
360530,21.92,70.07
360530,21.81,70.03
361130,22.31,70.33
361130,22.39,70.29
534196,16.7442492,81.5202575
534156,16.7496448,81.5881789
534198,16.7043326,81.408825
534198,16.6665866,81.4493161
534198,6.6724657,81.440256
534198,16.684185,81.4577019
854104,25.7831,87.4432
854104,25.7831,87.4432
854104,25.7831,87.4432
854107,23.4127,87.4127
855108,26.107,87.95675
855108,26.107,87.95675
855108,26.107,87.95675
855108,26.107,87.95675
855107,26.312807,87.758139
855107,26.312807,87.758139
855107,26.312807,87.758139
855107,26.312807,87.758139
855107,26.312807,87.758139
855107,26.312807,87.758139
854116,25.5441944,87.5698333
854116,25.5441944,87.5698333
855107,26.312807,87.758139
854108,25.5172,87.5314
854108,25.5172,87.5314
854116,25.5441944,87.5698333
854116,25.5441944,87.5698333
854116,25.5441944,87.5698333
854113,25.3632777,87.6356388
854114,26.065,87.3907
854114,26.065,87.3907
854117,25.9644,85.2722
855113,25.3215,87.3357
855113,25.3215,87.3357
855113,25.3215,87.3357
855113,25.3215,87.3357
855113,25.3215,87.3357
854115,25.7916,87.4579
855114,25.5375,87.566
855114,25.5375,87.566
855115,25.7812,87.4651
855102,25.5374,87.566
855102,25.5374,87.566
855102,25.5374,87.566
855102,25.5374,87.566
854317,25.5375,87.566
854317,25.5375,87.566
854317,25.5375,87.566
854317,25.5375,87.566
854103,25.5375,87.566
854103,25.5375,87.566
855105,25.393,87.193966
855105,25.393,87.193966
854104,25.7831,87.4432
854104,25.7831,87.4432
854104,25.7831,87.4432
854104,25.7831,87.4432
854104,25.7831,87.4432
854106,25.47311,87.4324
854106,25.47311,87.4324
854107,23.4127,87.4127
855108,26.107,87.95675
855108,26.107,87.95675
855108,26.107,87.95675
855107,26.312807,87.758139
855107,26.312807,87.758139
855107,26.312807,87.758139
855107,26.312807,87.758139
855107,26.312807,87.758139
854108,25.5172,87.5314
854116,25.5441944,87.5698333
854116,25.5441944,87.5698333
854116,25.5441944,87.5698333
854113,25.3632777,87.6356388
854113,25.3632777,87.6356388
854113,25.3632777,87.6356388
854114,26.065,87.3907
854114,26.065,87.3907
854117,25.9644,85.2722
855113,25.3215,87.3357
855113,25.3215,87.3357
855113,25.3215,87.3357
854115,25.7916,87.4579
854115,25.7916,87.4579
855114,25.5375,87.566
855114,25.5375,87.566
855115,25.7812,87.4651
534315,17.1629185,82.024803
854108,25.5172,87.5314
854108,25.5172,87.5314
854108,25.5172,87.5314
854108,25.5172,87.5314
854116,25.5441944,87.5698333
854116,25.5441944,87.5698333
854113,25.3632777,87.6356388
854113,25.3632777,87.6356388
854113,25.3632777,87.6356388
854113,25.3632777,87.6356388
854113,25.3632777,87.6356388
534112,16.904859,81.4170116
534112,16.9164712,81.430629
534112,16.8808984,81.4087075
813101,25.3014,87.352
813101,86.9035,25.0396
813101,86.362,23.365
813101,25.007,87.005
813101,86.9273,25.0209
813101,25.594,85.137
813101,24.97,86.906
813103,86.5741401,24.9317714
813103,24.87176,86.603233
